Bill No.,Year,Short Title of Bill,Ministry,Date of Introduction,Date of Introduction Proper,Date of Passing in Lok Sabha,Date of Passing in Lok Sabha Proper,Date of Passing in Rajya Sabha,Date of Passing in Rajya Sabha Proper,Diff RS-LS,Diff RS-LS Cleaned,Date of Assent,Date of Assent Proper,Diff Ass-LS,Diff Ass-LS Clean,Act No.,Bill Category,Status,URL for Bills as Introduced,URL for Bills as Passed in Both Houses,URL of Errata
105,2012,"The Central Universities (Amendment) Bill, 2012",HUMAN RESOURCE  DEVELOPMENT,26-11-2012,11/26/2012,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,Financial Bill,Pending,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/105_2012_LS_Eng.pdf,NA,NA
106,2012,"The Constitution (One Hundred-Eighteenth Amendment) Bill, 2012",HOME AFFAIRS,7/9/2012,7/9/2012,18-12-2012,12/18/2012,NA,NA,NA,0,NA,NA,NA,0,NA,Constitutional Amendment Bill,Passed,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/106_2012_Eng_LS.pdf,http://164.100.24.219/BillsTexts/LSBillTexts/PassedBothHouses/106F of 2012.doc,NA
130,2012,"The Criminal Law (Amendment) Bill, 2012",HOME AFFAIRS,4/12/2012,4/12/2012,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,Ordinary Bill,Withdrawn,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/130_2012_Eng_LS.pdf,NA,http://164.100.24.219/BillsTexts/LSBillTexts/Errata/NO ERRATA.pdf
130,2012,"The Criminal Law (Amendment) Bill, 2012",HOME AFFAIRS,4/12/2012,4/12/2012,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,Ordinary Bill,Pending,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/130_2012_Eng_LS.pdf,NA,http://164.100.24.219/BillsTexts/LSBillTexts/Errata/NO ERRATA.pdf
136,2012,"The Competition (Amendment) Bill, 2012",CORPORATE AFFAIRS,7/12/2012,7/12/2012,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,Ordinary Bill,Pending,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/136_2012_ENG_LS.pdf,NA,http://164.100.24.219/BillsTexts/LSBillTexts/Errata/Corr_136_2012_ENG_LS.doc
137,2012,"The Governors (Emoluments, Allowances and Privileges) Amendment Bill, 2012",HOME AFFAIRS,10/12/2012,10/12/2012,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,Financial Bill,Pending,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/137_2012_ENG_LS.pdf,NA,http://164.100.24.219/BillsTexts/LSBillTexts/Errata/Corr_137_2012_ENG_LS.doc
138,2012,"The Appropriation (No. 4) Bill, 2012",FINANCE,14-12-2012,12/14/2012,14-12-2012,12/14/2012,NA,NA,NA,0,NA,NA,NA,0,NA,Money Bill,Passed,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/138_2012_ENG_LS.pdf,NA,http://164.100.24.219/BillsTexts/LSBillTexts/Errata/Corr_138_2012_ENG_LS.pdf
139,2012,"The Constitution (Scheduled Tribes) Order (Second Amendment) Bill, 2012",TRIBAL AFFAIRS,14-12-2012,12/14/2012,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,Financial Bill,Pending,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/139_2012_ENG_LS.pdf,NA,http://164.100.24.219/BillsTexts/LSBillTexts/Errata/Corr_139_2012_ENG_LS.pdf
8,2011,"The Finance Bill, 2011.",FINANCE,28-02-2011,2/28/2011,22-03-2011,3/22/2011,24-03-2011,3/24/2011,2,2,8/4/2011,8/4/2011,135,135,8,Money Bill,Assented,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/finance bill.doc,http://164.100.24.219/BillsTexts/LSBillTexts/PassedBothHouses/Finance 8F of 2011.pdf,http://164.100.24.219/BillsTexts/LSBillTexts/Errata/Finance Corrigenda.pdf
8,2011,"The Finance Bill, 2011.",FINANCE,28-02-2011,2/28/2011,22-03-2011,3/22/2011,24-03-2011,3/24/2011,2,2,8/4/2011,8/4/2011,135,135,8,Money Bill,Passed,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/finance bill.doc,http://164.100.24.219/BillsTexts/LSBillTexts/PassedBothHouses/Finance 8F of 2011.pdf,http://164.100.24.219/BillsTexts/LSBillTexts/Errata/Finance Corrigenda.pdf
12,2011,"The Appropriation (Railways) No. 2 Bill, 2011",RAILWAYS,7/3/2011,7/3/2011,7/3/2011,7/3/2011,NA,NA,NA,0,11/3/2011,11/3/2011,123,123,2,Money Bill,Assented,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/Appro (Railway) No.2.pdf,http://164.100.24.219/BillsTexts/LSBillTexts/PassedBothHouses/Appr Rail No 2 (12F of 2011).pdf,NA
12,2011,"The Appropriation (Railways) No. 2 Bill, 2011",RAILWAYS,7/3/2011,7/3/2011,7/3/2011,7/3/2011,NA,NA,NA,0,11/3/2011,11/3/2011,123,123,2,Money Bill,Passed,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/Appro (Railway) No.2.pdf,http://164.100.24.219/BillsTexts/LSBillTexts/PassedBothHouses/Appr Rail No 2 (12F of 2011).pdf,NA
13,2011,"The Appropriation (Railways) Bill, 2011",RAILWAYS,7/3/2011,7/3/2011,7/3/2011,7/3/2011,NA,NA,NA,0,11/3/2011,11/3/2011,123,123,1,Money Bill,Passed,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/Appro (Railway).pdf,http://164.100.24.219/BillsTexts/LSBillTexts/PassedBothHouses/Appr Rail (13F of 2011).pdf,NA
13,2011,"The Appropriation (Railways) Bill, 2011",RAILWAYS,7/3/2011,7/3/2011,7/3/2011,7/3/2011,NA,NA,NA,0,11/3/2011,11/3/2011,123,123,1,Money Bill,Assented,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/Appro (Railway).pdf,http://164.100.24.219/BillsTexts/LSBillTexts/PassedBothHouses/Appr Rail (13F of 2011).pdf,NA
14,2011,"The Appropriation Bill, 2011",FINANCE,11/3/2011,11/3/2011,11/3/2011,11/3/2011,14-03-2011,3/14/2011,-234,0,17-03-2011,3/17/2011,-231,0,3,Money Bill,Assented,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/Appr 14 of 2011.pdf,http://164.100.24.219/BillsTexts/LSBillTexts/PassedBothHouses/Appr (14F of 2011).pdf,http://164.100.24.219/BillsTexts/LSBillTexts/Errata/Corrigenda Appro. Bill (8.3.11).doc
14,2011,"The Appropriation Bill, 2011",FINANCE,11/3/2011,11/3/2011,11/3/2011,11/3/2011,14-03-2011,3/14/2011,-234,0,17-03-2011,3/17/2011,-231,0,3,Money Bill,Passed,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/Appr 14 of 2011.pdf,http://164.100.24.219/BillsTexts/LSBillTexts/PassedBothHouses/Appr (14F of 2011).pdf,http://164.100.24.219/BillsTexts/LSBillTexts/Errata/Corrigenda Appro. Bill (8.3.11).doc
17,2011,"The Appropriation (No.2) Bill, 2011",FINANCE,17-03-2011,3/17/2011,17-03-2011,3/17/2011,24-03-2011,3/24/2011,7,7,28-03-2011,3/28/2011,11,11,4,Money Bill,Assented,"http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/Appro (No. 2), 17 of 2011.pdf",http://164.100.24.219/BillsTexts/LSBillTexts/PassedBothHouses/Appr No 2 (17F of 2011).pdf,http://164.100.24.219/BillsTexts/LSBillTexts/Errata/Corrigenda Appro.2 Bill (11.3.11).doc
17,2011,"The Appropriation (No.2) Bill, 2011",FINANCE,17-03-2011,3/17/2011,17-03-2011,3/17/2011,24-03-2011,3/24/2011,7,7,28-03-2011,3/28/2011,11,11,4,Money Bill,Passed,"http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/Appro (No. 2), 17 of 2011.pdf",http://164.100.24.219/BillsTexts/LSBillTexts/PassedBothHouses/Appr No 2 (17F of 2011).pdf,http://164.100.24.219/BillsTexts/LSBillTexts/Errata/Corrigenda Appro.2 Bill (11.3.11).doc
18,2011,"The Banking Laws (Amendment) Bill, 2012",FINANCE,22-03-2011,3/22/2011,18-12-2012,12/18/2012,20-12-2012,12/20/2012,2,2,5/1/2013,5/1/2013,134,134,4,Ordinary Bill,Passed,"http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/Banking laws, 18 of 2011.pdf",NA,"http://164.100.24.219/BillsTexts/LSBillTexts/Errata/Banking Laws (amdt.)l Bill, 2011.doc"
19,2011,"The National Capital Territory of Delhi Laws (Special Provisions) Bill, 2011",URBAN DEVELOPMENT,18-03-2011,3/18/2011,18-03-2011,3/18/2011,22-03-2011,3/22/2011,4,4,29-03-2011,3/29/2011,11,11,5,Ordinary Bill,Passed,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/NCT - 19 of 2011.pdf,http://164.100.24.219/BillsTexts/LSBillTexts/PassedBothHouses/NCT 11.pdf,NA
19,2011,"The National Capital Territory of Delhi Laws (Special Provisions) Bill, 2011",URBAN DEVELOPMENT,18-03-2011,3/18/2011,18-03-2011,3/18/2011,22-03-2011,3/22/2011,4,4,29-03-2011,3/29/2011,11,11,5,Ordinary Bill,Pending,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/NCT - 19 of 2011.pdf,http://164.100.24.219/BillsTexts/LSBillTexts/PassedBothHouses/NCT 11.pdf,NA
19,2011,"The National Capital Territory of Delhi Laws (Special Provisions) Bill, 2011",URBAN DEVELOPMENT,18-03-2011,3/18/2011,18-03-2011,3/18/2011,22-03-2011,3/22/2011,4,4,29-03-2011,3/29/2011,11,11,5,Ordinary Bill,Assented,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/NCT - 19 of 2011.pdf,http://164.100.24.219/BillsTexts/LSBillTexts/PassedBothHouses/NCT 11.pdf,NA
22,2011,"The Constitution (One Hundred and Fifteenth Amendment) Bill, 2011",FINANCE,22-03-2011,3/22/2011,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,Constitutional Amendment Bill,Pending,"http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/Constitution 115, 22 of 2011.pdf",NA,NA
24,2011,"The Factoring Regulation Bill, 2011",FINANCE,24-03-2011,3/24/2011,21-12-2011,12/21/2011,27-12-2011,12/27/2011,6,6,22-01-2012,1/22/2012,32,32,12,Ordinary Bill,Passed,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/Factor 24 of 2011.pdf,http://164.100.24.219/BillsTexts/LSBillTexts/PassedBothHouses/factring.pdf,"http://164.100.24.219/BillsTexts/LSBillTexts/Errata/Corrigenda Regulation of Factor  Bill, 2011.doc"
25,2011,"The Pension Fund Regulatory and Development Authority Bill, 2011",FINANCE,24-03-2011,3/24/2011,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,Financial Bill,Pending,"http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/PFRDA, 25 of 2011.pdf",NA,"http://164.100.24.219/BillsTexts/LSBillTexts/Errata/Corrigenda Pension Regulatory Fund Bill, 2011.doc"
26,2011,"The Prevention of Bribery of Foreign Public  Officials and Officials of Public International Organisations Bill, 2011","PERSONNEL,  PUBLIC  GRIEVANCES  AND  PENSIONS",25-03-2011,3/25/2011,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,Ordinary Bill,Pending,"http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/Prevention of Bribery, 26 of 2011.pdf",NA,http://164.100.24.219/BillsTexts/LSBillTexts/Errata/corrigenda Prevention of Bribery.doc
28,2011,"The Indian Medical Council (Amendment) Bill, 2011",HEALTH AND FAMILY WELFARE,2/8/2011,2/8/2011,18-12-2011,12/18/2011,29-08-2011,8/29/2011,-111,0,8/9/2011,8/9/2011,-131,0,13,Ordinary Bill,Assented,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/Indian Medical council (28 of 2011).pdf,http://164.100.24.219/BillsTexts/LSBillTexts/PassedBothHouses/IMC.pdf,http://164.100.24.219/BillsTexts/LSBillTexts/Errata/No errata.doc.doc
28,2011,"The Indian Medical Council (Amendment) Bill, 2011",HEALTH AND FAMILY WELFARE,2/8/2011,2/8/2011,18-12-2011,12/18/2011,29-08-2011,8/29/2011,-111,0,8/9/2011,8/9/2011,-131,0,13,Ordinary Bill,Passed,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/Indian Medical council (28 of 2011).pdf,http://164.100.24.219/BillsTexts/LSBillTexts/PassedBothHouses/IMC.pdf,http://164.100.24.219/BillsTexts/LSBillTexts/Errata/No errata.doc.doc
35,2011,"The Indian Institute of Information Technology, Design and Manufacturing Kancheepuram Bill, 2011.",HUMAN RESOURCE  DEVELOPMENT,5/8/2011,5/8/2011,25-08-2011,8/25/2011,NA,NA,NA,0,NA,NA,NA,0,NA,Financial Bill,Passed,"http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/IIIT, 35 of 2011, Eng..pdf",NA,http://164.100.24.219/BillsTexts/LSBillTexts/Errata/No  Errata.doc
35,2011,"The Indian Institute of Information Technology, Design and Manufacturing Kancheepuram Bill, 2011.",HUMAN RESOURCE  DEVELOPMENT,5/8/2011,5/8/2011,25-08-2011,8/25/2011,NA,NA,NA,0,NA,NA,NA,0,NA,Financial Bill,Pending,"http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/IIIT, 35 of 2011, Eng..pdf",NA,http://164.100.24.219/BillsTexts/LSBillTexts/Errata/No  Errata.doc
39,2011,"The Lokpal Bill, 2011","PERSONNEL,  PUBLIC  GRIEVANCES  AND  PENSIONS",4/8/2011,4/8/2011,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,Financial Bill,Withdrawn,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/Lokpal  39 of 2011 English.pdf,NA,http://164.100.24.219/BillsTexts/LSBillTexts/Errata/corrigendum Lokpal.doc
40,2011,"The Damodar Valley Corporation (Amendment) Bill, 2011",POWER,8/8/2011,8/8/2011,7/12/2011,7/12/2011,19-12-2011,12/19/2011,160,160,8/1/2012,8/1/2012,386,386,1,Ordinary Bill,Passed,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/Damodar (40 of 2011).pdf,http://164.100.24.219/BillsTexts/LSBillTexts/PassedBothHouses/d vc.pdf,NA
41,2011,"The Appropriation (No. 3) Bill, 2011.",FINANCE,5/8/2011,5/8/2011,5/8/2011,5/8/2011,11/8/2011,11/8/2011,184,184,17-08-2011,8/17/2011,101,101,9,Money Bill,Assented,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/Appr 3 (41 of 2011) eng.pdf,NA,NA
41,2011,"The Appropriation (No. 3) Bill, 2011.",FINANCE,5/8/2011,5/8/2011,5/8/2011,5/8/2011,11/8/2011,11/8/2011,184,184,17-08-2011,8/17/2011,101,101,9,Money Bill,Passed,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/Appr 3 (41 of 2011) eng.pdf,NA,NA
42,2011,"The National Academic Depository Bill, 2011.",HUMAN RESOURCE  DEVELOPMENT,5/9/2011,5/9/2011,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,Financial Bill,Pending,"http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/National academic, 42 of 2011, eng.pdf",NA,"http://164.100.24.219/BillsTexts/LSBillTexts/Errata/Corrigenda National Academic Depository, 11.doc"
44,2011,"The Customs (Amendment and Validation) Bill, 2011",FINANCE,8/8/2011,8/8/2011,25-08-2011,8/25/2011,7/9/2011,7/9/2011,-47,0,16-09-2011,9/16/2011,22,22,14,Money Bill,Assented,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/Custom (44 of 2011) Eng.pdf,http://164.100.24.219/BillsTexts/LSBillTexts/PassedBothHouses/custom.pdf,http://164.100.24.219/BillsTexts/LSBillTexts/Errata/Corrigenda.doc
44,2011,"The Customs (Amendment and Validation) Bill, 2011",FINANCE,8/8/2011,8/8/2011,25-08-2011,8/25/2011,7/9/2011,7/9/2011,-47,0,16-09-2011,9/16/2011,22,22,14,Money Bill,Passed,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/Custom (44 of 2011) Eng.pdf,http://164.100.24.219/BillsTexts/LSBillTexts/PassedBothHouses/custom.pdf,http://164.100.24.219/BillsTexts/LSBillTexts/Errata/Corrigenda.doc
56,2011,"The Benami Transactions (Prohibition) Bill, 2011",FINANCE,18-08-2011,8/18/2011,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,Ordinary Bill,Pending,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/Benami 56 of 2011 Eng.pdf,NA,http://164.100.24.219/BillsTexts/LSBillTexts/Errata/corrigenda (12.8.04) Benani transactions.doc
57,2011,"The Warehousing Corporations (Amendment) Bill, 2011","CONSUMER AFFAIRS, FOOD AND PUBLIC DISTRIBUTION",8/12/2011,8/12/2011,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,Financial Bill,Pending,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/Warehousing 57 Eng.pdf,NA,http://164.100.24.219/BillsTexts/LSBillTexts/Errata/No Corrigenda.doc
75,2011,"The Public Premises (Eviction of Unauthorised Occupants) Amendment Bill, 2011",URBAN DEVELOPMENT,23-11-2011,11/23/2011,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,Ordinary Bill,Pending,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/75 of 2011 (Public Premises) As Int. ENG.pdf,NA,http://164.100.24.219/BillsTexts/LSBillTexts/Errata/corrigendum public premises.DOC
76,2011,"The Nuclear Safety Regulatory Authority Bill, 2011","PERSONNEL,  PUBLIC  GRIEVANCES  AND  PENSIONS",7/9/2011,7/9/2011,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,Financial Bill,Pending,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/Nuclear Safety 76 of 2011.pdf,NA,"http://164.100.24.219/BillsTexts/LSBillTexts/Errata/corrigenda Nuclear Safety Bill, 2011(6.9.11).doc"
77,2011,"The Land Acquisition, Rehabilitation and Resettlement Bill, 2011",RURAL DEVELOPMENT,7/9/2011,7/9/2011,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,Financial Bill,Pending,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/land acquisition 77 of 2011.pdf,NA,"http://164.100.24.219/BillsTexts/LSBillTexts/Errata/corrigenda Land Acquisition Bill, 2011.doc"
78,2011,"The Narcotic Drugs and Psychotropic Substances (Amendment) Bill, 2011",FINANCE,8/9/2011,8/9/2011,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,Ordinary Bill,Pending,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/78 en.pdf,NA,NA
99,2011,"The Cable Television Networks (Regulation) Amendment Bill, 2011.",INFORMATION AND BROADCASTING,28-11-2011,11/28/2011,13-12-2011,12/13/2011,19-12-2011,12/19/2011,6,6,30-12-2011,12/30/2011,17,17,21,Ordinary Bill,Passed,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/99 of 2011.pdf,http://164.100.24.219/BillsTexts/LSBillTexts/PassedBothHouses/cable.pdf,http://164.100.24.219/BillsTexts/LSBillTexts/Errata/NO ERRATA.pdf
106,2011,"The Appropriation (No.4) Bill, 2011",FINANCE,7/12/2011,7/12/2011,7/12/2011,7/12/2011,13-12-2011,12/13/2011,154,154,19-12-2011,12/19/2011,160,160,19,Money Bill,Assented,"http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/106 of 2011, Appro (Eng.).pdf",http://164.100.24.219/BillsTexts/LSBillTexts/PassedBothHouses/3798LS[1].pdf,NA
106,2011,"The Appropriation (No.4) Bill, 2011",FINANCE,7/12/2011,7/12/2011,7/12/2011,7/12/2011,13-12-2011,12/13/2011,154,154,19-12-2011,12/19/2011,160,160,19,Money Bill,Passed,"http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/106 of 2011, Appro (Eng.).pdf",http://164.100.24.219/BillsTexts/LSBillTexts/PassedBothHouses/3798LS[1].pdf,NA
107,2011,"The North-Eastern Areas (Reorganisation) Amendment Bill, 2012",HOME AFFAIRS,7/12/2011,7/12/2011,3/9/2012,3/9/2012,14-12-2012,12/14/2012,280,280,21-12-2012,12/21/2012,287,287,39,Ordinary Bill,Passed,"http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/107 of 2011, North-Eastern.pdf",http://164.100.24.219/BillsTexts/LSBillTexts/PassedBothHouses/NE- H.pdf,http://164.100.24.219/BillsTexts/LSBillTexts/Errata/No Corrigenda.doc
108,2011,"The Constitution (Scheduled Tribes) Order (Amendment) Bill, 2011",TRIBAL AFFAIRS,7/12/2011,7/12/2011,19-12-2011,12/19/2011,22-12-2011,12/22/2011,3,3,8/1/2012,8/1/2012,226,226,2,Financial Bill,Passed,"http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/108 of 2011, ST (eng).pdf",http://164.100.24.219/BillsTexts/LSBillTexts/PassedBothHouses/STorder.pdf,"http://164.100.24.219/BillsTexts/LSBillTexts/Errata/corrigendum Constitn scheduled tribe, 2.12.11.DOC"
110,2011,"The Mines and Minerals (Development and Regulation) Bill, 2011.",MINES,12/12/2011,12/12/2011,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,Financial Bill,Pending,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/Mines 110 of 2011.pdf,NA,NA
117,2011,"The Export-Import Bank of India (Amendment) Bill, 2011",FINANCE,8/12/2011,8/12/2011,21-12-2011,12/21/2011,27-12-2011,12/27/2011,6,6,12/1/2012,12/1/2012,346,346,11,Ordinary Bill,Passed,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/Export 117 Eng.pdf,http://164.100.24.219/BillsTexts/LSBillTexts/PassedBothHouses/exm.pdf,http://164.100.24.219/BillsTexts/LSBillTexts/Errata/No Corrigenda.doc
120,2011,"The Arms (Amendment) Bill, 2011.",HOME AFFAIRS,12/12/2011,12/12/2011,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,Ordinary Bill,Pending,"http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/2911LS, English.pdf",NA,"http://164.100.24.219/BillsTexts/LSBillTexts/Errata/corrigendum Arms, 7.12.11.DOC"
121,2011,"The Companies Bill, 2011",CORPORATE AFFAIRS,14-12-2011,12/14/2011,18-12-2012,12/18/2012,NA,NA,NA,0,NA,NA,NA,0,NA,Financial Bill,Passed,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/As intro. Companies 121 of 2011 ENG.pdf,NA,"http://164.100.24.219/BillsTexts/LSBillTexts/Errata/Corrigenda companies Bill, 2011,15.12.11.doc"
122,2011,"The Enforcement of Security Interest and Recovery of Debts Laws (Amendment) Bill, 2012",FINANCE,12/12/2011,12/12/2011,10/12/2012,10/12/2012,20-12-2012,12/20/2012,69,69,3/1/2013,3/1/2013,140,140,1,Ordinary Bill,Passed,"http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/2965LS, Eng..pdf",http://164.100.24.219/BillsTexts/LSBillTexts/PassedBothHouses/enforc-B.pdf,http://164.100.24.219/BillsTexts/LSBillTexts/Errata/corr_122_2011_eng_LS.doc
123,2011,"The Appropriation (Railways) No. 3 Bill, 2011",RAILWAYS,13-12-2011,12/13/2011,13-12-2011,12/13/2011,22-12-2011,12/22/2011,9,9,8/1/2012,8/1/2012,232,232,7,Money Bill,Assented,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/123 of 2011 (Appropriation-rlys) No.3 eng..pdf,http://164.100.24.219/BillsTexts/LSBillTexts/PassedBothHouses/3801LS[1].pdf,NA
123,2011,"The Appropriation (Railways) No. 3 Bill, 2011",RAILWAYS,13-12-2011,12/13/2011,13-12-2011,12/13/2011,22-12-2011,12/22/2011,9,9,8/1/2012,8/1/2012,232,232,7,Money Bill,Passed,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/123 of 2011 (Appropriation-rlys) No.3 eng..pdf,http://164.100.24.219/BillsTexts/LSBillTexts/PassedBothHouses/3801LS[1].pdf,NA
124,2011,"The Press and Registration of Books and Publications Bill, 2011",INFORMATION AND BROADCASTING,16-12-2011,12/16/2011,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,Financial Bill,Pending,"http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/124 of 2011, Press and Registration.pdf",NA,NA
125,2011,"The National Capital Territory of Delhi Laws (Special Provisions) Second Bill, 2011",URBAN DEVELOPMENT,12/12/2011,12/12/2011,12/12/2011,12/12/2011,14-12-2011,12/14/2011,2,2,23-12-2011,12/23/2011,11,11,20,Ordinary Bill,Passed,"http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/3037LS, English.pdf",http://164.100.24.219/BillsTexts/LSBillTexts/PassedBothHouses/nct 2nd.pdf,http://164.100.24.219/BillsTexts/LSBillTexts/Errata/corrigendum - NCT Delhi Second (9.12.11).doc
126,2011,"The Cable Television Networks (Regulation) Second Amendment Bill, 2011.",INFORMATION AND BROADCASTING,15-12-2011,12/15/2011,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,Ordinary Bill,Pending,"http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/3095LS[1].pdf, cable 2nd, eng.pdf",NA,NA
127,2011,"The Consumer Protection (Amendment) Bill, 2011","CONSUMER AFFAIRS, FOOD AND PUBLIC DISTRIBUTION",16-12-2011,12/16/2011,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,Financial Bill,Pending,"http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/127 of 2011, Consumer Protection.pdf",NA,NA
128,2011,"The National Highways Authority of India (Amendment) Bill, 2011",ROAD TRANSPORT AND HIGHWAYS,19-12-2011,12/19/2011,3/9/2012,3/9/2012,NA,NA,NA,0,NA,NA,NA,0,NA,Ordinary Bill,Passed,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/National highways-128-Eng.pdf,NA,NA
128,2011,"The National Highways Authority of India (Amendment) Bill, 2011",ROAD TRANSPORT AND HIGHWAYS,19-12-2011,12/19/2011,3/9/2012,3/9/2012,NA,NA,NA,0,NA,NA,NA,0,NA,Ordinary Bill,Pending,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/National highways-128-Eng.pdf,NA,NA
129,2011,"The Regional Centre for Biotechnology Bill, 2011",SCIENCE AND TECHNOLOGY AND EARTH SCIENCES,20-12-2011,12/20/2011,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,Financial Bill,Pending,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/Regional Centre-129-Eng..pdf,NA,http://164.100.24.219/BillsTexts/LSBillTexts/Errata/Corrigenda regional centre for biotechnology(19.12
130,2011,"The Rajiv Gandhi National Institute of Youth Development Bill, 2012",YOUTH AFFAIRS AND SPORTS,21-12-2011,12/21/2011,21-05-2012,5/21/2012,9/8/2012,9/8/2012,110,110,31-08-2012,8/31/2012,102,102,35,Financial Bill,Passed,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/rajiv 130 of 2011.pdf,http://164.100.24.219/BillsTexts/LSBillTexts/PassedBothHouses/RG-Act.pdf,http://164.100.24.219/BillsTexts/LSBillTexts/Errata/Corr_130_2011_LS_ENG.pdf
